"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15"
"TVC.Cell.Ellipticity..oblate..SD",1,1,1,0.0156160604143803,0.0641165781851537,1,1,1,6.16555715730546e-05,1,0.490878468812196,0.0176224846638091,1,0.00103385229584324,0.807985827070933
"TVC.Cell.Ellipticity..prolate..min",1,1,0.0483015120780312,2.21537268321913e-05,1.13042540085299e-11,0.453714729952931,1.8596346375029e-08,0.00185604313736445,0.00041852301704675,0.00836351357973934,1,0.126549733571085,1,0.232091373155495,1
"TVC.Cell.Ellipticity..prolate..max",0.103764559894134,1,0.0002674545676534,9.53561605123202e-05,1,4.35313360174265e-05,1,1,3.30848828328921e-06,1,0.0472422176707129,0.0195819461617668,3.67285458067774e-07,1,0.011984260879625
"TVC.Cell.Ellipticity..prolate..mean",1,1,2.11899749818289e-05,1,0.0114428822900824,0.917820059737112,0.0495112685733932,1,1,1,1,1,0.000305066210641932,1,1
"TVC.Cell.Ellipticity..prolate..SD",0.241040954478406,1,0.87245947965983,0.000243625792191072,0.230915911113175,0.809229500238068,1,1,4.61640359187706e-08,1,0.352757000240252,0.0119365605028922,0.00417921865109511,0.776988208395015,0.0148372701726327
"TVC.Cell.Nucleus.to.Cytoplasm.Volume.Ratio.min",1,5.37511941974874e-14,7.43147633019198e-08,1,0.00230366465316211,1,4.07044918166932e-08,1,0.00229564735901255,1,0.581816949278502,1,1,0.370310891662916,1
"TVC.Cell.Nucleus.to.Cytoplasm.Volume.Ratio.max",0.0765400810875426,1.38030040262287e-08,0.00719413928041355,2.93857167405629e-18,1,0.0183252739036011,2.29308775952963e-13,9.23037975037373e-07,1.22622331150632e-06,1,0.0680801531763872,1,0.0158717498896186,0.000248854841407679,1
"TVC.Cell.Nucleus.to.Cytoplasm.Volume.Ratio.mean",0.511888052765234,3.33415311174145e-12,2.58872283809418e-06,2.89675222550455e-05,0.840861178136191,0.214295565136802,5.95134097990466e-17,0.188812945508878,1,1,0.321388458451856,1,0.288907092903283,0.0109121592869591,1
"TVC.Cell.Nucleus.to.Cytoplasm.Volume.Ratio.SD",0.000746631335574864,1,1,3.51240839139474e-08,1,0.0868778290066922,1.72446888588592e-07,0.003458000132989,1.44297132017394e-09,1,0.389819464786855,1,0.00252531325807657,0.370310891662916,1
"TVC.Cell.Sphericity.min",3.04026535189818e-09,1,0.14014516856046,8.15546289889891e-07,0.11699378676152,0.809229500238068,1,1,0.0138447031530486,1,0.0121910458160849,0.910819554645473,2.74962142938101e-08,0.000854333683099397,0.119930036055312
"TVC.Cell.Sphericity.max",1.74956617728013e-07,1,0.38744421204973,1,2.53089262915074e-10,0.000585635764063261,9.11030479981681e-08,1,8.61868266512635e-08,1,0.782103557021744,3.7410787566148e-05,6.03902804186267e-08,0.384456241985978,1
"TVC.Cell.Sphericity.mean",6.15399053143822e-11,1,0.14014516856046,0.0495887884062334,1.41604357139513e-08,1,0.00442809614738775,1,5.98781249562755e-06,1,0.0625207389834183,0.022001579848893,7.28432754431745e-09,0.00161959601793076,0.94060788540753
"TVC.Cell.Sphericity.SD",0.00543827340938896,1,0.586265625726456,0.0320124116157533,1,1,1,1,1,1,0.581816949278502,1,0.293760972493461,0.00901289756977198,0.870307532326813
"TVC.Cell.Volume.frac.min",2.62267849770481e-45,1.17894144383925e-20,1.6167342452439e-25,5.26599184424406e-33,2.21175953912192e-08,0.0162264573451106,5.48453059522777e-20,1.14060184522956e-05,7.41634578876551e-15,0.0819906835771201,0.0475526248767277,5.67282109446225e-05,5.27264329531519e-18,1,0.00191395249503541
"TVC.Cell.Volume.frac.max",2.39274979511385e-66,1,3.60508948482693e-15,9.11091037733056e-13,2.43546670114328e-10,1.33134177310869e-27,0.000499706022444356,4.53043020902294e-27,1,0.125882713791433,6.05460123874247e-12,1,6.91598505482487e-21,0.000826466773330169,0.521934379965814
"TVC.Cell.Volume.frac.mean",3.76196705758296e-74,0.382427028417477,1.70167483425469e-25,1.41861803669054e-27,1,1.03456169080387e-15,0.0909960976670555,6.9934938917221e-18,9.9215038569386e-09,0.0956394283449081,1.95785285552186e-06,0.0508083502436407,5.75854625377268e-22,0.0163071840723305,0.0452118239331413
"TVC.Cell.Volume.frac.SD",2.54193235172213e-44,4.75390439300133e-09,1,1,4.94441239721706e-11,4.35189341167508e-14,3.26112154677846e-05,0.00210064335538324,4.92865009824508e-11,1,0.00132416224793366,1,5.07836858240747e-14,0.232091373155495,1
"TVC.Nucleus.Ellipticity..oblate..min",0.0655548959008256,1,0.516093873040504,0.00320789368028993,0.000936218821123221,0.000332554304995413,0.0336605384882888,7.29488129266378e-09,0.0529274103916713,1,1,1,1,1,1
"TVC.Nucleus.Ellipticity..oblate..max",1,1,1,4.60789904632476e-07,0.840861178136191,1,1,1,1.80661953802881e-12,1,0.00132416224793366,1,1,0.713505377138181,1
"TVC.Nucleus.Ellipticity..oblate..mean",1,1,1,1,1,0.707585274470789,1,0.00268562397807505,0.244308916805885,1,0.0231464616329391,1,1,1,1
"TVC.Nucleus.Ellipticity..oblate..SD",1,1,0.245452205601965,0.0932359546223493,1,1,1,0.444856445964179,1.58945626214511e-09,1,0.0833646828479541,1,1,0.0843007307970312,1
"TVC.Nucleus.Ellipticity..prolate..min",0.0379259902598069,1,1,0.00192763751464201,0.115568877684132,1,1,0.0136636291184713,0.000496281771862951,1,0.0122314204520083,1,0.000325832171529627,0.0984048874937381,1
