"","Df","Sum Sq","Mean Sq","F value","Pr(>F)","Sum Sq_residual","Mean Sq_residual","FDR"
"TVC.Nucleus.Ellipticity..prolate..mean",6,31.4132088780181,5.23553481300302,5.26966185555552,2.27384742266858e-05,1148.51358772687,0.993523864815628,3.54112793907353e-05
"TVC.Nucleus.Ellipticity..prolate..SD",6,11.5566120846146,1.92610201410243,1.74447239553,0.107387524282228,1276.3595078992,1.10411722136609,0.116592169220705
"TVC.Nucleus.Sphericity.min",6,12.5432047905668,2.09053413176114,2.21544677360014,0.0393840039414564,1090.82171827074,0.943617403348392,0.045814045401286
"TVC.Nucleus.Sphericity.max",6,25.2439928860056,4.2073321476676,4.74845590181313,8.63826770240814e-05,1024.2647427444,0.886042165003805,0.000126875981816189
"TVC.Nucleus.Sphericity.mean",6,13.7260819169291,2.28768031948819,2.62682251689999,0.0155695330755258,1006.75185792502,0.870892610661783,0.0182982141299994
"TVC.Nucleus.Sphericity.SD",6,9.27766215247332,1.54627702541222,1.36250747441592,0.226589403971461,1311.91664995657,1.13487599477212,0.241413009838753
"TVC.Nucleus.Volume.frac.min",6,152.208280852657,25.3680468087761,18.1827944876007,2.98158822976814e-20,1612.81381313213,1.3951676584188,1.09645502643086e-19
"TVC.Nucleus.Volume.frac.max",6,315.855347800895,52.6425579668158,47.5593945536697,2.78074776219798e-52,1279.55365245379,1.10688032219186,2.26432317778979e-51
"TVC.Nucleus.Volume.frac.mean",6,262.487959892105,43.7479933153508,37.9841419592639,3.13477245997763e-42,1331.41562936402,1.15174362401732,1.88086347598658e-41
"TVC.Nucleus.Volume.frac.SD",6,215.550715207414,35.9251192012357,25.4908682145889,1.51587034408334e-28,1629.18883135022,1.40933289909188,6.64650843175003e-28
"nATM",6,88.5401655084399,14.7566942514066,8.56126955350251,4.00761350244869e-09,1992.54776969932,1.72365724022432,8.70010782670475e-09
"nTVC",6,347.881463027818,57.9802438379697,37.1180986131302,2.6541488877047e-41,1805.72724307014,1.56204778812295,1.44082368189683e-40
"ATMgroup.Ellipticity..oblate.",6,41.5296776533691,6.92161294222819,5.91794232254636,4.24545380958164e-06,1352.05517815405,1.16959790497755,7.22360797451204e-06
"ATMgroup.Ellipticity..prolate.",6,10.8229197034975,1.80381995058292,1.8139170246297,0.093082201562542,1149.56518658815,0.994433552411891,0.102968998870467
"ATMgroup.Sphericity",6,26.542627693304,4.42377128221734,4.27797585671791,0.000284086820604823,1195.39702268601,1.03408046945157,0.000399825895666047
"TVCgroup.Ellipticity..oblate.",6,89.8825250638355,14.9804208439726,16.1477278342357,6.5515956943477e-18,1072.4336373144,0.927710758922489,2.13394831187325e-17
"TVCgroup.Ellipticity..prolate.",6,51.6861053292725,8.61435088821208,8.03467768425611,1.62176274944461e-08,1239.40125766167,1.07214641666234,3.13357548197772e-08
"TVCgroup.Sphericity",6,34.0608069534661,5.67680115891101,5.69688623082266,7.53862164751417e-06,1151.92438005796,0.996474377212769,1.22771838259516e-05
"TVC.Volume",6,393.97640608875,65.662734348125,54.0224408670994,7.35860562699886e-59,1405.08499223812,1.21547144657277,9.32090046086522e-58
"ATM.Volume",6,250.336663300664,41.7227772167774,33.5039990030105,2.13334464212143e-37,1439.57533123914,1.24530737996465,9.72805156807373e-37
