"","5HTR","ADF/Cofilin","Arhgef8","BMP","Col9a1","Daam","Ddr","Depdc","Dync2h","EPB4.1","Eph","Ets","Farp","FGF4","Fgfr","Foxf","FZD","Gata","Gna-L/S","Gna12/13","Hand","Handr","MRF","NDE","Paxillin","Rab5","Rabep","Rho","RNF149","Rock","TLE","Tol","Tyrosinase","Vangl"
"TVC.Cell.Ellipticity..oblate..min",1,1,1,0.196293208398857,1,1,1,0.919639487864265,1,0.566096302121878,1,0.41330136909765,1,1,0.154673103243113,1,1,1,1,1,1,1,0.0569735374398419,1,1,1,1,1,1,1,1,0.190325634062902,1,1
"TVC.Cell.Ellipticity..oblate..max",1,0.518389599759697,1,1,1,1,1,1,1,1,1,0.0022425007734144,1,0.749122619628906,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"TVC.Cell.Ellipticity..oblate..mean",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.705343510089222,1,1,1,1,1,1,1,1,1,1,1,1,1
"TVC.Cell.Ellipticity..oblate..SD",1,1,1,1,1,1,1,1,1,1,1,0.11589304142925,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"TVC.Cell.Ellipticity..prolate..min",1,1,1,1,1,1,1,1,1,1,0.658939896764188,0.0558902122817859,1,0.0559196472167969,1,1,1,1,1,0.0275296568870545,1,1,1,1,1,1,1,1,1,1,1,0.0304245910465398,1,1
"TVC.Cell.Ellipticity..prolate..max",1,1,1,1,1,1,1,0.117128470850659,1,1,1,1,1,1,1,0.793389998824625,1,1,1,1,1,0.306871881664521,1,1,1,1,1,1,1,1,1,1,1,1
"TVC.Cell.Ellipticity..prolate..mean",1,1,1,1,1,1,1,1,1,1,1,1,1,0.280975341796875,1,1,1,1,1,0.0400012731552125,1,0.0990382515376125,1,1,1,1,1,1,1,1,1,1,1,1
"TVC.Cell.Ellipticity..prolate..SD",1,0.586531861779487,1,1,1,1,1,0.435651018706657,1,1,1,0.45986387954776,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"TVC.Cell.Nucleus.to.Cytoplasm.Volume.Ratio.min",0.534515603275656,4.04591551075569e-06,1,5.68293035030366e-06,1,0.00357648719260952,1,1,1,1,0.180764210661881,0.0218507991160549,1,0.14678955078125,0.188148688524962,0.000408713059106136,0.506825072894571,0.0507840814534575,1,1,1,0.0149618022463436,1,1,0.22058673389256,0.0457382202148438,0.859375,1,1,0.21875,1,0.00517746936566256,0.038001537322998,1
"TVC.Cell.Nucleus.to.Cytoplasm.Volume.Ratio.max",0.0566339492797851,8.78249655260233e-09,1,6.51925802230836e-09,0.21875,3.6618588441288e-07,0.21484375,0.000478261664381764,1,1,0.0246921019485198,0.553040454482831,0.0163428485393524,1,0.0571904294192791,0.000149980845649109,0.00663617419195362,0.00587680246098898,1,1,1,1,0.00392348610153143,0.859375,8.8140368461609e-06,0.008544921875,0.859375,0.395115826278925,1,0.62109375,1,1.31139131553937e-06,1,0.0068359375
